title,paragraphs
Army_Act_Section_67,"['67. Abetment of offences punishable with death and not committed. — Any person subject to this Act who abets the commission of any of the offences punishable with death under sections 34, 37 and sub-section (1) of section 38 shall, on conviction by court-martial, if that offence be not committed in consequence of the abetment and no express provision is made by this Act for the punishment of such abetment, be liable to suffer imprisonment for a term which may extend to fourteen years or such less punishment as is in this Act mentioned.  ', 'NOTES 1.  See notes to AA.s.66. 2. This section deals with punishment for abetment of offences punishable with death where the offence has not been committed in consequence of the abetment and no specific provision for such punishment has been prescribed by AA.']"
Army_Act_Section_56,"['56. False accusations.— Any person subject to this Act who commits any of the following offences, that is to say—  (a) makes a false accusation against any person subject to this Act knowing or having reason to believe such accusation to be false; or    (b)  in making a complaint under section 26 or section 27 makes any statement affecting the character of any person subject to this Act, knowing or having reason to believe such statement to be false or knowingly and wilfully suppresses any material facts; shall, on conviction by court-martial, be liable to suffer imprisonment for a term which may extend to five years or such less punishment as is in this Act mentioned.  ', 'NOTES  ', ""1.  Offences under this section should not be dealt with summarily under AA.ss.80, 83 or 84.  2. Clause (a).-A mere false statement not involving an accusation (e.g., a letter to a friend containing insinuations against a non-commissioned officer) is not within this clause. This clause implies an accusation being made to some superior authority which would lead to the superior exercising his authority by enquiry or otherwise or the accusation must mean some assertion made publicly or to another person, which, if true, would expose the person respecting whom it is made to punishment or to moral censure. An accusation may be either verbal or in writing.  3.  Before an accused can be convicted of a charge under this clause, it must be proved that the accusation was made against the person named in the particulars of the charge, that it was false and that the accused knew or had reason to believe that it was false. For definition of 'reason to believe' see IPC.s.26.  4.  Clause (b). —(a) It is not necessary that the false statement affecting the character of an officer or other person should be directly related to the subject of the complaint. It is sufficient if the false statement is calculated to create prejudice against the officer etc., with reference to whom the complaint is addressed.  (b) To suppress knowingly and wilfully any material facts in connection with complaints for the redress of wrongs under AA. ss.26 and 27 is an offence under this clause,""]"
Army_Act_Section_9,"['9.  Power to declare persons to be on active service.—Not with standing anything contained in clause (i) of section 3, the Central Government may, by notification, declare that any person or class of persons subject to this Act shall, with reference to any area in which they may be serving or with reference to any provision of this Act or of any other law for the time being in force, be deemed to be on active service within the meaning of this Act.   ', 'NOTE See SRO 17E dated 5 Sep.77 reproduced in Part IV  See SRO 180 dated 3-12-1993 See SRO 130 dated 30-8-1993 See SRO 1-E dated 17-1-1992 See SRO 6-E dated 19-9-1991 See SRO 147 dated 17-6-1992']"
Army_Act_Section_69,"[""69.  Civil offences. — Subject to the provisions of section 70, any person subject to this Act who at any place in or beyond India commits any civil offence shall be deemed to be guilty of an offence against this Act and, if charged there with under this section, shall be liable to be tried by a court-martial and, on conviction, be punishable as follows, that is to say, —  (a) if the offence is one which would be punishable under any law in force in India with death or with imprisonment for life1, he shall be liable to suffer any punishment, other than whipping, assigned for the offence, by the aforesaid law and such less punishment as is in this Act mentioned;  (b) in any other case, he shall be liable to suffer any punishment, other than whipping, assigned for the offence by the law in force in India, or imprisonment for a term which may extend to seven years, or such less punishment as is in this Act mentioned.  NOTES  1.  (a) An offence under this section should not be dealt with summarily under AA.ss.80, 83 or 84. (b) A SCM cannot try an offence punishable under this section unless the provisions of AA.s.120(2) have been complied with. (c)  Before trial is ordered on any charge under this section, as a rule the advice of the DJAG command concerned should be obtained. Regs Army para 458. 2.  'Civil offence' means an offence triable by a criminal court (AA.s.3(ii)). For definition of 'criminal court' See AA.s.3(viii). It therefore follows that a person subject of AA who while stationed in any country other than India commits an act or omission such is an offence under the civil law of that country but which if committed in India would not amount to a 'civil offence' cannot be charged under this section though a charge may properly be framed under AA.s.63 if the facts so warrant. 3.  'Subject to the provisions of AA.s.70'. —AA.s.70 prohibits trial by court-martial three civil offences viz., murder, culpable homicide not amounting to murder of a person not subject to military, naval or air force law e.g. a civilian or rape in relation for such a person, unless the said offence was committed: (a)  While on active service (for definition see AA.ss.3(i) and 9, or (b)  at any place outside India, or (c)  at a frontier post specified by the Central Govt, by notification in, this behalf.  1See IPC.s.53A. "", '174     ', 'The test is where the offence was committed and not where the trial is held. If the offence was committed at a place and in the conditions which permit of the offence being tried by court-martial; the court-martial may be held anywhere (AA.s.124) where courts-martial may be convened.  4.  Certain Acts of Parliament require that, before proceedings can be instituted in the criminal courts, the consent of the appropriate Govt. must be obtained (e.g., under s.13(3) of the Official Secrets Act,1923).It is not, however, necessary, before a person is charged with an offence under this section alleging that the civil offence is against such an Act, to obtain such a consent.  5.  For adjustment of jurisdiction between a criminal court and a court-martial when both have jurisdiction in respect of the same civil offence, see AA.s.125 and 126 and notes thereto. Also see AR 197A and Regs Army para 418.  6. See AA.s.139(6) and notes thereto, which enables a court-martial, when trying a person for a civil offence to find him not guilty of that offence but guilty of any other offence of which he might have been found guilty under the Cr. PC.  7. (a) For offences falling under clause (a), except only those offences for which an obligatory punishment is provided under the law in force in India (e.g. ,death or imprisonment for life for murder), a court-martial may award any of the following punishments: — (i)  Any punishment, other than whipping, assigned to the offence under the law in force in India; and (ii)  In addition to the above, one or more of the punishments specified in AA.s.71. (b)  For offences falling under clause (b),courts-martial may award: (i)  the punishment, other than whipping, assigned to the offence under the law in force in India, or (ii)  imprisonment which may extend to seven years, or (iii)  if the offender is under the rank of WO and the offence was committed on active service, field punishment up to 3 months, and (iv) in addition to any of the above one or more of the punishments specified in AA.s.71. (c)  Fines are awardable (as penalties authorised under the law in force in India) under both clauses of this section.  8. Chapter VI deals generally with offences punishable by the ordinary civil law which are made offences against AA by this section.']"
Army_Act_Section_58,"[""58.  Signing in blank and failure to report. —Any person subject to this Act who commits any of the following offences, that is to say, '— (a) when signing any document relating to pay, arms, ammunition, equipment, clothing, supplies or stores, or any property of the Government fraudulently leaves in blank any material part for which his signature is a voucher; or (b)  refuses or by culpable neglect omits to make or send a report or return which it is his duty to make or send; shall, on conviction by court-martial be liable to suffer imprisonment for a term which may extend to seven years or such less punishment as is in this Act mentioned.  "", 'NOTES  ', '1.  An offence under this section should not be dealt with summarily under AA.ss.80,83 or 84, 2.  Clause (b). —In a charge under clause (b), the particulars must show that it was the duty of the accused to make or send the report or return, but where the position (appointment etc., ) of the accused is proved the court may use their military knowledge to infer his duty. If the report or return was one for which the superior officer had no right to call, it is not an offence to refuse to make or send it. 3.  The report must be in writing; clause (b) does not relate to a verbal report. The neglect must be culpable, i.e., something more than mere forgetfulness or mistake; see note 3 to AA.s.63.']"
Army_Act_Section_19,"['19.  Termination of service by Central Government.— Subject to the provisions of this Act and the rules and regulations made thereunder the Central Government may dismiss, or remove from the service, any person subject to this Act.   ', ""NOTES 1. The section empowers the Central Government to dismiss or remove from service any, person subject to the AA but only in accordance with the provisions of the AA or of any rules or regulations made there under; the only legal restrictions are contained in ARs.13-A 14 and 15 which require a show cause notice to be served upon an officer before his service is terminated on grounds of his failure to qualify at an examination or course, misconduct or inefficiency. Such show cause notice may be dispensed with by the Central Govt. when it considers it inexpedient or impracticable to do so or when the officer is already convicted by a criminal court for the misconduct. AR.15-A provides for the release of an officer on medical grounds, which is to be carried out on the recommendations of a Medical Board.  2.  Dismissal under this section, AA.s.18 or 20 is not a punishment as under AA.s.71 but merely amounts to termination of a person's commission service without his consent. Removal is a less grave form of dismissal.  3.  For the date an order of dismissal or removal under this section takes effect, see AR.18 and for the date a sentence of cashiering or dismissal awarded by a court-martial lakes effect, see AR 168.  4.  The competent authority cannot make the dismissal/removal under this section or discharge under AR.13 retrospective nor can such valid dismissal etc.,be cancelled without the person's consent.  5. An officer or JCO holding a substantive rank cannot be reduced to a lower substantive rank though he can be dismissed or removed under this section.  6. As to furnishing a JCO, WO or OR, who is dismissed or removed with a discharge certificate, see AA.s.23 and AR.12. see also Regs Army para.169.""]"
Army_Act_Section_14,"['14. Mode of enrolment. — If, after complying with the provisions of section 13, the enrolling officer is satisfied that the person desirous of being enrolled fully understands the questions put to him and consents to the conditions of service, and if such officer perceives no impediment he shall sign and shall also-cause such person to sign the enrolment paper, and such person shall thereupon be deemed to be enrolled.']"
Army_Act_Section_13,"['13. Procedure before enrolling officer.— Upon the appearance before the prescribed enrolling officer of any person desirous of being enrolled, the enrolling officer shall read and explain to him, or cause to be read and explained to him in his presence, the conditions of the service for which he is to be enrolled and shall put to him the questions set forth in the prescribed form of enrolment and shall, after having cautioned him that if he makes a false answer to any such question he will be liable to punishment under this Act, record or cause to be recorded his answer to each such question.  ', 'NOTES  ', '1.  Prescribed enrolling officer: see AR 7,  ', '2  Prescribed forms of enrolment: see Appx I to ARs. The conditions of service, in these forms, are embodied in the questions which are put to the person to be enrolled and his acceptance of these conditions is duly recorded therein.  3.  A person enrolled into one corps or department can, in the circumstances specified in AR.10, be transferred from that corps/department to another corps/ department without his consent;   4.  A false answer to any question set forth in the prescribed form of enrolment is punishable under AA.s44.']"
Army_Act_Section_66,"['66.  Abetment of offences that have been committed. —Any person subject to this Act who abets the commission of any of the offences specified in sections 34 to 64 inclusive shall, on conviction by court-martial, if the act abetted is committed in consequence of the abetment and no express provision is made by this Act for the punishment of such abetment, be liable to suffer the punishment provided for that offence or such less punishment as is in this Act mentioned.  ', ""NOTES 1 .For definition of 'abetment' see IPC.s.107(Part III). 2.  Abetment of a civil offence is not triable under this section or AA.s.67 or 68 but under AA.s.69. 3.  A person subject to AA who abets a person not subject to the said act e.g., civilian, airmen etc., in doing a thing which would have been an offence under AA had the person doing it been subject thereto is not punishable under AA.ss.66 to 68. Such cases will, however, generally fall within the terms of AA.s.69. 4.  A person charged before a court-martial with any offence under AA may be convicted of having abetted the commission of that offence. AA.s.139(8).""]"
Army_Act_Section_49,"['156     ', '49.  Permitting escape of person in custody.—Any person subject to this Act who commits any of the following offences, that is to say, —  (a) when in command of a guard, piquet, patrol or post, releases without proper authority, whether wilfully or without reasonable excuse, any person committed to his charge, or refuses to receive any prisoner or person so committed; or  (b) willfully or without reasonable excuse allows to escape any person who is committed to his charge, or whom it is his duty to keep or guard;  shall, on conviction by court-martial, be liable, if he has acted wilfully to suffer imprisonment for a term which may extend to fourteen years or such less punishment as is in this Act mentioned; and if he has not acted wilfully to suffer imprisonment for a term which may extend to two years or such less punishment as is in this Act mentioned.  NOTES 1.  Where the offence is wilful, the charge should not be dealt with summarily under AA.s.80, 83 or 84. 2.  (a) Where a doubt exists as to the accused having acted wilfully, he should be charged with having acted without reasonable excuse. (b) An act or omission is wilful if it is done or made by a person with the intention of allowing the escape of a person committed to his charge or whom it is his duty to guard or keep. (c) If the charge is one of wilfully committing the offence, the court may, if it is not satisfied that the act was wilful, make a special finding under AA.s.139(7) that the accused acted without reasonable excuse. 3.  \'Without proper authority\'s —(a) These words are in the nature of an exception and it will rest on the accused to show that he had the proper authority. (b) The court may use their military knowledge (AA.s.134) with respect to whether any authority alleged by the accused to, exist was or was not sufficient. 4.  \'Any person\'. —The person improperly released or allowed to escape need not be a person subject to AA. 5.  A deserter or absentee without leave who surrenders himself, and who is being conducted by a NCO to rejoin his unit, is not ""committed to the charge"" of the NCO conducting him within the meaning of this section, but it may well be the NCO\'s duty to ""keep or guard him"". It will be noticed that, for the purpose of clause (a), the person released must have been committed to the charge of the accused, while for the purpose of clause (b) the person allowed to escape need only have been a person whom the accused was under a duty to keep or guard. The offender under clause (a) must be in the command of the guard, piquet, patrol or post, and previously have had the released person committed to his charge; while under clause (b) the offender who allows a person to escape need not have any such command.']"
Army_Act_Section_8,"['8.  Officers exercising powers in certain cases,—(1) Whenever persons subject to this Act are serving under an officer commanding any military organisation not in this section specifically named and being in the opinion of the Central Government, not less than a brigade, that Government may prescribe the officer by whom the powers, which under this Act may be exercised by officers commanding Armies, Army Corps, Divisions and Brigades, shall, as regards such persons, be exercised.  (2)  The Central Government may confer such powers, either absolutely or subject to such restrictions, reservations, exceptions and conditions as it may think fit.']"
Army_Act_Section_43,"['43.  Fraudulent enrolment.—  Any person subject to this Act who commits any of the following offences, that is to say, —  (a)  without having obtained a regular discharge from the corps or department to which he belongs, or otherwise fulfilled the conditions enabling him to enroll or enter, enrolls himself in, or enters the same or any other corps or department or any part of the naval or air forces of India or the Territorial Army; or  (b)  is concerned in the enrolment in any part of the Forces of any person when he knows or has reason to believe such person to be so circumstanced that by enrolling he commits an offence against this Act; shall, on conviction by court-martial, be liable to suffer imprisonment for a term which may extend to five years or such less punishment as is in this Act mentioned.   ', 'NOTES  ', ""1.  An offence under this section should not be dealt with summarily under AA.s.80, 83 or 84. 2.  Fraudulent enrolment like desertion is an offence, trial in respect of which is not barred by AA.s.122 except in the case of a person, other than an officer who has subsequently to the commission of the offence served continuously in an exemplary manner for not less than three years with any portion of the regular Army; for exemplary manner, see Regs Army para 465. 3.  Clause (a). —For definition of 'corps' see AR187(1). 4.  Department; see AA.s.3(ix). 5.  (a) A person who leaves one corps or department and enrolls himself in another does not prima facie commit the offence of deserting the service, though he irregularly and improperly exchanges one branch of that service for another If however at the time of leaving his first corps or department, he had no intention of re-enrolling himself, and only did so as an afterthought, or if he absented himself to avoid a particular military service, e.g., service abroad, his offence is desertion, though a convict on a charge framed under this section would also be legal In deciding under which section a charge should be framed, the time which elapsed between the two acts will be an important element for consideration. In doubtful case the charge should be framed under this clause. (b)  If the offender is charged with desertion, he should be tried in his original corps or department. If he is charged with the offence specified in this clause he may be tried either in his original corps or department or in that into which he has fraudulently       "", ""152     enrolled himself, and if not dismissed by the court which tries him may be held to serve in either corps or department. As a rule he should be tried in that corps or department in which it is intended to retain him.  (c)  It will be noticed that the offence under this clause can be committed by a person who belongs to a corps or department and enrolls himself again in the same corps or department. This clause is meant to meet the case of the larger corps and departments (e.g. the Army Service Corps) where a man might otherwise leave one portion of the corps or department and enroll himself in another with impunity. 6.  The clause does not deal with the case of a sailor or airman who enrolls into any corps or department of the regular Army but merely gives the converse case of a person subject to AA enrolling in the Air Force or T.A. or entering the Navy. Sailors or airmen who enroll in any corps or department of the regular Army should be dealt with under AA.s.44. Similarly a member of the Territorial Army who enrolls himself into any corps or department of the regular Army when such member is not subject to AA under AA.s.2(l)(e) cannot be charged under this clause although he may be charged under AA.s.44 for making a false answer if such be the case. 7. As to forfeiture of service towards pension or gratuity on conviction for this offence, see P and A Regs, and Pension Regs, where the conditions under which service so forfeited may be restored are also laid down. 8.  Proof of fraudulent enrolment may be given either. —(a) orally by a witness who was present when the accused was enrolled on the second enrolment, or  (b)  by production by a witness, who can identify on oath the accused as the person named therein, of the original enrolment paper or a copy of his enrolment paper purporting to be certified to be a true copy by the officer, having the custody of the enrolment paper; AA.s.141(2). Evidence must also be given that at the time the accused enrolled himself; he was then serving. This can be proved by a witness orally or by production of the earlier enrolment paper as above. 9.  Clause (b). —'the Forces'; see AA.s.3(xi). 10.  'So circumstanced'. —The term implies that where he is subject to AA, so that he is guilty of fraudulent enrolment under AA.s.43(a) or where, having previously served, he again enrolls without declaring the circumstances of his previous service, so that he commits an offence under AA.s.44.""]"
Army_Act_Section_33,"['33.  Saving of rights and privileges under other laws.— The rights and privileges specified in the preceding sections of this Chapter shall be in addition to, and not in derogation of, any other rights and privileges conferred on persons subject to this Act or on members of the regular Army, Navy and Air Force generally by any other law for the time being in force.   ', 'NOTES   ', ""1.  The privileges specified in AA.ss.25-32 are in addition to certain others which have been conferred on members of 'the Forces' by other Acts. A few examples of such privileges are:  (a)  All Govt. pensions (including military pensions) are immune from attachment in the execution of the decrees of civil courts; s. 11 of pensions Act 1871, proviso (g) to s. 60 of Code of Civil Procedure 1908.  (b)  Receipts for pay or allowances of NCOs, or Sepoys when serving in such capacity need not be stamped ; Indian Stamp Act, schedule I.  (c)  All officers, JCOs, WOs and OR of the regular Army on duty or on the march as well as their authorized followers, families, horses, baggage and transport are exempt from all tolls except certain tolls for the transit of barges etc., along canals: s.3 of Indian Tolls (Army and Air Force) Act, 1901.""]"
Army_Act_Section_42,"[""42.  Insubordination and obstruction.— 'Any person subject to this Act who commits any of the following offences, that is to say,— (a)  being concerned in any quarrel, affray ,or disorder, refuses to obey any officer, though of inferior rank, who orders him into arrest, or uses criminal force to or assaults any such officer; or (b)  uses criminal force to or assaults any person, whether subject to this Act or not, in whose custody he is lawfully placed, and whether he is or is not his superior officer; or (c)  resists an escort whose duty it is to apprehend him or to have him in charge; or (d)  breaks out of barracks, camp or quarters; or (e)  neglects to obey any general, local or other order; or (f)  impedes the provost-marshal or any person lawfully acting on his behalf or when called upon, refuses to assist in the execution of his duty a provost-marshal or any person lawfully acting on his behalf; or (g)  uses criminal force to or assaults, any person bringing provisions or supplies to the forces :  shall, on conviction by court-martial, be liable to suffer imprisonment for a term which may extend, in the case of the offences specified in clauses (d) and (e) to two years, and in the case of the offences specified in the other clauses to ten years, or such less punishment as is in this Act mentioned.  "", ""NOTES 1.  Clause (a).— For definitions of affray, criminal force and assault, see IPC.ss159 and 349-351 (reproduced in Part III).  An affray differs from assault in that the former cannot be committed in a private place whereas the latter may take place anywhere; further an affray is an offence against the public peace while an assault is an offence against the person of an individual. 2.  A person may be charged under this clause whether the officer who ordered him into arrest was of inferior or superior rank, but where the officer was of superior rank, the offender may be charged under AA.s.40 or 41. Only officers should be charged under this clause. 3.  An accused charged under this clause with using criminal force could be found guilty under AA.s.139 of an attempt to use criminal force or assault. 4.  As to intoxication as a defence to a charge see note 4to AA.s.48. 5.  Clause (b).—A charge may be laid under this clause for assaulting a civil policeman, if the person committing the assault is subject to military law, and has been lawfully placed in the policeman's custody. 6.  Clause (c).—Resistance may be direct violence but threatening words and a threatening attitude might amount to resisting an escort, if the threats were sufficient to deter the escort from arresting the accused. Resistance may also be passive, e.g. a person lying down and refusing to move, if physically able to move, could be said to resist. The particulars of the charge should specify the nature of the resistance. The court will use their military knowledge to determine whether it was the duty of the escort to apprehend the accused or to have him in charge. 7.  Clause (d).—(a) This offence consists of a person quitting barracks, etc., at a time when he had no right to do so, either because he was on duty or under punishment, or because of some regulation or order; and it is immaterial whether the offence was managed by violence, stratagem, disguise, or simply by walking past a sentry unnoticed. The mode in which the act was effected will, however, assist a CO in determining whether a charge be preferred under this clause, or under AA.s. 38(1). The particulars of the charge must show that the absence from barracks etc., was without permission, or otherwise unlawful, and also if the accused was in any way confined to barracks that fact must be alleged in the charge.  (b) In a charge for breaking out of barracks, it must be proved that the accused left the confines of the barracks, as charged. A charge of breaking out of quarters would hold good in the case of a person quartered in one part of a barrack and improperly leaving that part for another part where he had no right to be. .  Clause (e). —(a) The orders specified in this clause mean standing orders or orders having a continuous operation or applicable continuously over a period of time to all officers, JCOs, WOs and OR present in a certain geographical area, such as Command, Area, Sub Area or Station or in a certain military formation such as Army, Corps Division or Brigade. Disobedience of a specific order in the nature of a command should be dealt with under AA.s.41 and non-compliance, through forgetfulness or negligence, with an order to do some specific act at a future time under AA.s.63.  (b)  Ignorance of the order is no excuse, if the order is one which the accused ought in the, ordinary course to know. But a misapprehension reasonably arising from want of clarity in the order is a ground for exculpation. The existence of the orders and the fact of the neglect must be proved. The order contravened, (or a certified copy where such copy is admissible under AA.s.142(4) must be produced on oath to the court and the court will make a record in the proceedings of its having been so produced. A written order cannot be proved by oral testimony. Evidence must also be given to show that the order was duly posted or brought to the notice of the accused, or that he was otherwise in a position to be acquainted with its contents. Disobedience of a regulation        "", '151     may be punished under AA.s.63 but if the regulation is published as a regimental order, it acquires the character of a general, local or other order, and disobedience to it may be punished under this clause. (c)  Concealment of venereal disease is to be dealt with under this clause if standing orders to the effect have been published that a person subject to AA. who is suffering from VD must report sick without delay. Also see Regs Army para 351. 9.  Clause (f). —As to the definition, appointment and duties of provost-marshals see AA.ss.3(xx) and 107. Under AA.s.107(4) a provost-marshal includes a provost-marshal appointed under any law for the time being in force relating to the government of the Navy or Air Force and any person legally exercising authority under him of on his behalf. 10.  The court may exercise their military knowledge as to whether a person was a provost-marshal, or a person legally exercising authority under or on behalf of the provost-marshal but it will be open to the accused to show that the person he is charged with impeding was not properly appointed provost-marshal or was not lawfully acting on his behalf.  11.  It is frequently of the highest importance to conciliate the inhabitants of the country, where the troops happen to be, and to induce them to bring provisions and, supplies. From this point of view an offence, which in other circumstances would be trival, may require severe punishment.']"
Army_Act_Section_70,"['70. Civil offences not triable by court-martial.— A person subject to this Act who commits an offence of murder against a person not subject to military, naval or air force law, or of culpable homicide not amounting to murder against such a person or of rape in relation to such a person, shall not be deemed to be guilty of an offence against this Act and shall not be tried by a court-martial unless he commits any of the said offences— (a)  while on active service, or (b)  at any place outside India, or (c)  at a frontier post specified by the Central Government by notification in this behalf, (Explanation)1.  NOTE 1  See note 3 to AA.s.69.  1  Omitted by Act 13 of 1975,']"
Army_Act_Section_32,"[""32. Priority in respect of army personnel's litigation  (1)  On the presentation to any court by or on behalf of any person subject to this Act of a certificate from the proper military authority of leave of absence having been granted to or applied for by him for the purpose of prosecuting or defending any suit or other proceeding in such court, the court shall, on the application of such person, arrange, so far as may be possible, for |he hearing and final disposal of such suit or other proceeding within the period of the leave so granted or applied for.  (2)  The certificate from the proper military authority shall state the first and last day of the leave or intended leave, and set forth a description of the case with respect to which the leave was granted or applied for.  (3)  No fee shall be payable to the court in respect of the presentation of any such certificate, or of any application by or on behalf of any such person, for priority for the hearing of his case.  (4)  Where the court is unable to arrange for the hearing and final disposal of the suit or other proceeding within the period of such leave or intended leave as aforesaid, it shall record its reasons for its inability to do so, and shall cause a copy thereof ,to be furnished to such person on his application without any payment whatever by him in respect either of the application for such copy or of the copy itself.  (5)  If in any case a question arises as to the proper military authority qualified to grant such certificate as aforesaid, such question shall at once be referred by the court to an officer having power not less than a brigade or equivalent commander whose decision shall be final.  "", 'NOTES  ', '1.  For orders as to the speedy disposal of suits by or against officers or soldiers who have obtained leave of absence for the purposes of the suit see Regs Army para 535.   2. The Indian Soldiers Litigation Act, 1925 (Act IV of 1925), (reproduced in part IV) provides, among other things, for the postponement, when necessary in the interest of justice, of proceedings pending before a Civil or Revenue Court in India to which any person subject to AA serving under ""special conditions"" (see s.3 of the Indian Soldiers Litigation Act) is a party when such person is unable to appear in person or is not represented by any person duly authorized to appear,, plead or act on his behalf. This concession, however, does not necessarily extend to preemption cases or to cases where the soldier\'s interests are identical with those of any other party to the proceedings and are adequately represented by such other party or are merely of a formal nature.  3. Govt. of India, Ministry of Home Affairs while listing out the service privileges (AA.ss.28-32) have issued instructions to the State Govts to accord priority in respect of Army personnel\'s litigation. See Regs Army para 532 and appendix \'K-1\' to Regs Army.  4. For form of appointment of attorney, see Regs Army para 533.   5. A power of attorney to institute or defend a suit executed by a person subject to the AA is not chargeable with any court fee. See Regs Army para 534.    6.  If the case cannot be disposed of within the period of leave granted, the civil officer concerned may extend leave for such period as will admit of the receipt of a reply to an application to the OC unit for the necessary extension of leave. The civil officer will report to the OC unit any grant of leave sanctioned by him. See Regs Army para 536.']"
Army_Act_Section_25,"['25. Authorized deductions only to be made from pay.— The pay of every person subject to this Act due to him as such under any regulation for the time being in force shall be paid without any deduction other than the deductions authorized by or under this or any other act.  ', 'NOTES  ', '1. The term \'pay\' means the rate of pay with increases, if any, for length of service, to which a person subject to the AA. is entitled by reason of his rank, appointment, trade group or trade classification, and includes additional remuneration such as qualification pay, proficiency pay and the various forms of additional pay. All other emoluments are ""allowances"", which, as the word itself suggests, are purely discretionary and may be withdrawn at any time.  2. It is illegal to make deductions which are not authorized and the unlawful detention of pay is an offence under AA.s.61.  3. \'Due to him as such\', means earned by but not paid to him.  4. Under any regulation for the time being in force: such a regulation need not be a statutory one; (see AA.s.3(xxii). For deductions authorized by or under the Act: see AA.ss.90-91 and AR 205. Instances of deductions authorized by or under any other Act are to be found in the Income Tax Act or the rules made by the Central Government in pursuance of AA.s.4 of the Indian Reserve Forces Act, 1888 under which a reservist who fails to appear for training etc., or takes his discharge between trainings may be deprived of any arrears of pay and allowances due to him.']"
Army_Act_Section_48,"['48.  Intoxication. —  (1) Any person subject to this Act who is found in a state of intoxication, whether on duty or not, shall, on conviction by court-martial, if he is an officer, be liable to be cashiered or to suffer such less punishment as is in this Act mentioned; and, if he is not an officer, be liable, subject to the provisions of sub-section (2), to suffer imprisonment for a term which may extend to two years or such less punishment as is in this Act mentioned.  (2) Where an offence of being intoxicated is committed by a person other than an officer when not on active service or not on duty, the period of imprisonment awarded shall not exceed six months.  NOTES  1.  Intoxication may be induced by opium or any similar drug, as well as by liquor. This section creates only one single offence, viz. intoxication, and in all cases, whether the act was committed on duty or not on duty, the charge should be ""intoxication"". If the offence was committed on duty, or after; the accused had been warned for duty, the fact that the offence was so committed and the nature of the duty should be specified in the particulars of the charge as the character of the offence, from a military point of view, and therefore its proper punishment is materially affected by the circumstance. 2.  Intoxication will be regarded as having the ordinary meaning attached to it in civil life i.e., what an ordinary reasonable person would consider to be such and the fact that an offender is capable or incapable of performing his duty is not a decisive or exclusive test of drunkenness or sobriety. It is, however, one of the tests which should be applied by the court. 3.  A person suspected of being intoxicated cannot be put through any drill or test for the purpose of ascertaining his condition; (Regs Army para 393(b)). As such the best evidence in such a charge is the direct stated evidence of witness(s). 4.  For instructions as to the treatment of a person in arrest for being intoxicated see Regs Army para 393(a). 5.  The offence of intoxication is one which cannot be tried jointly. 6.  Nothing can justify a person subject to AA using criminal force to or assaulting a superior, and great care is therefore enjoined to be taken to avoid bringing intoxicated persons in contact with their superiors. Mere abusive and violent language used by an intoxicated person, as the result of being taken into custody, should not be used as the ground for framing a charge of using threatening or insubordinate language to a superior officer under AA.s.40(b) or (c). If a court-martial is considered necessary, the charge should be framed under this section, the language being treated as in the nature of riotous conduct only, and to that extent aggravating the offence.']"
Army_Act_Section_53,"['53. Extortion and Corruption. —Any person subject to this Act who commits any of the following offences, that is to say, —  (a) commits extortion; or  (b) without proper authority exacts from any person money, provisions or service; shall, on conviction by court-martial, be liable to suffer imprisonment for a term which may extend to ten years or such less punishment as is in this Act mentioned. ', ""NOTES 1.  Clause (a). —(a) For definition of extortion see IPC.s.383. (b) Extortion is distinguished from theft in that in the case of extortion, the consent is obtained by putting the person, in possession of property, in fear of injury to him or to any other, whereas in theft the offender's intention is always to take without that person's consent. Further, the properly which is obtained by extortion is not limited, as in theft, to moveable property only. 2.  Clause (b).— Without proper authority: see note3to AA.s.49. 3.  Any person means a person whether subject to AA or not.""]"
Army_Act_Section_5,['5.  (Omitted) 1']
Army_Act_Section_12,"['12.  Ineligibility of females for enrolment or employment.— No female shall be eligible for enrolment or employment in the regular Army, except in such corps, department, branch or other body forming part of, or attached to any portion of, the regular Army as the Central Government may, by notification in the Official Gazette, specify in this behalf: Provided that nothing contained in this section shall affect the provisions of any law for the time being in force providing for the raising and maintenance of any service auxiliary to the regular Army or any branch thereof in which females are eligible for enrolment or employment.  See SRO 360 dated 30th Oct.1958 ', 'See SRO 11 dated 30th January,1992 ', ""See SRO 1 dated 31st December,1992   NOTES  1.  This section has been enacted under the provisions of Art 16(3) of the constitution.  2.  Department : see AAs.3(ix).  3.  Regular Army :see AA.s.3(xxi).  4.  'Law would seem to mean any law, ordinance, order, bylaw, rule or regulation passed or made by Parliament, any authority or person having power to make such a law, ordinance, order, bylaw, rule or regulation. See Military Nursing Services (India)Ordinance (No.xxx) of 1943, under which Military Nursing Service has been raised and maintained as an auxiliary to the regular Army.""]"
